C_55326ebad6b0415ea8430f68d8c986f4_1_q#1	ellis | youth | experience | impulse | sex | impulse | existence | life | manifestation | period
C_55326ebad6b0415ea8430f68d8c986f4_1_q#2	havelock | ellis | youth | people | ability | infants | reactions | signs | irritation
C_55326ebad6b0415ea8430f68d8c986f4_1_q#3	havelock | ellis | youth | people | ellis | people | sexes | sensations | genitalia | child
C_55326ebad6b0415ea8430f68d8c986f4_1_q#4	recalling | sensations | females | males | authors | cases | children | sexes | age
C_55326ebad6b0415ea8430f68d8c986f4_1_q#5	havelock | ellis | authors
C_55326ebad6b0415ea8430f68d8c986f4_1_q#6	havelock | ellis | thoughts | hereditary | excitement | ellis | contrast | encounter | experience
C_217351d2fd5a4a9bb19386d270564876_1_q#0	david | frost | job | frost | writer | producer | ned | sherrin | programme | week
C_217351d2fd5a4a9bb19386d270564876_1_q#1	country | week | produce | britain
C_217351d2fd5a4a9bb19386d270564876_1_q#2	week | series | months | part | satire | boom | 1960s | britain | programme
C_217351d2fd5a4a9bb19386d270564876_1_q#3	week | country | britain | version | tw3 | series
C_217351d2fd5a4a9bb19386d270564876_1_q#4	version | tw3
C_217351d2fd5a4a9bb19386d270564876_1_q#5	week | david | frost | shows | frost | television | special | format | year | nbc
C_217351d2fd5a4a9bb19386d270564876_1_q#6	david | frost | partner | job
C_217351d2fd5a4a9bb19386d270564876_1_q#7	television | aspects | david | frost | week | tw3 | frost | pool | peter | cook
C_217351d2fd5a4a9bb19386d270564876_1_q#8	david | frost
C_1183ad7f6a684fc28b80ad594e48035d_0_q#0	martha | vandellas | motown | years | signing | motown | imprint | vandellas | gold | release | composition | production | writing | team
C_1183ad7f6a684fc28b80ad594e48035d_0_q#1	martha | vandellas | gold | album | release | vandellas | recording | number | billboard | peaking | number | r&b | chart
C_1183ad7f6a684fc28b80ad594e48035d_0_q#2	martha | vandellas | album | charts
C_1183ad7f6a684fc28b80ad594e48035d_0_q#3	martha | hits | hit | heat | wave | record | group
C_1183ad7f6a684fc28b80ad594e48035d_0_q#4	martha | vandellas | lot | people | seller | group | grammy | award | nomination | grammy | award | performance
C_1183ad7f6a684fc28b80ad594e48035d_0_q#5	things | place | martha | vandellas | grammy | award | nomination | group | success | quicksand | composition | holland | dozier | holland
C_1183ad7f6a684fc28b80ad594e48035d_0_q#6	martha | vandellas | quicksand | number | pop | fall
C_1183ad7f6a684fc28b80ad594e48035d_0_q#7	aspects | martha | vandellas | hit | years | awards | nominations | time | annette | child | singing | career
C_1183ad7f6a684fc28b80ad594e48035d_0_q#8	martha | vandellas | annette | child | betty | kelley | velvelettes | vandellas | rise
C_1183ad7f6a684fc28b80ad594e48035d_0_q#9	betty | kelly | martha | vandellas | singles | wire | room | r&b | cashbox | singles
C_0c375df1b7874f38a2530ccfccb1d6e1_1_q#0	group | parents | basement
C_0c375df1b7874f38a2530ccfccb1d6e1_1_q#1	school | breakup
C_0c375df1b7874f38a2530ccfccb1d6e1_1_q#2	members | leave | terms
C_0c375df1b7874f38a2530ccfccb1d6e1_1_q#3	nomeansno | sound | forms | music | brothers | bass | drums | duo
C_0c375df1b7874f38a2530ccfccb1d6e1_1_q#4	dreams | punk | rock | d.o.a | university | victoria
C_0c375df1b7874f38a2530ccfccb1d6e1_1_q#5	music | brother | john | years | junior | drums | school | jazz | band
C_0c375df1b7874f38a2530ccfccb1d6e1_1_q#6	back | plan | music
C_8d50647977304f559cc6b26bd64e27fc_1_q#0	ernie | kovacs | kovacs | car | accident | los | angeles | morning | hours | january
C_8d50647977304f559cc6b26bd64e27fc_1_q#1	aspects | article | addition | ernie | car | accident | photographer | moments | images | kovacs | body | newspapers | united | states
C_8d50647977304f559cc6b26bd64e27fc_1_q#2	ernie | kovacs | children | kovacs | children | elizabeth | marriage | kippie | daughter | july | age
C_8d50647977304f559cc6b26bd64e27fc_1_q#3	ernie | daughter | illness | lifetime | health
C_8d50647977304f559cc6b26bd64e27fc_1_q#4	ernie | kippie | death | kovacs | forest | lawn | hollywood | hills | cemetery | los | angeles | epitaph
C_8d50647977304f559cc6b26bd64e27fc_1_q#5	ernie | epitaph | read | moderation
C_8d50647977304f559cc6b26bd64e27fc_1_q#6	ernie | kovacs | january
C_8d50647977304f559cc6b26bd64e27fc_1_q#7	ernie | kovacs | wife | mrs | . | kovacs | way | coroner
C_8d50647977304f559cc6b26bd64e27fc_1_q#8	people | ernie | wife | mrs | . | kovacs | adams | fears
C_61f7b6bfa43f4590b3b5f6583174f11a_0_q#0	doors | band | albums
C_61f7b6bfa43f4590b3b5f6583174f11a_0_q#1	titles | albums | doors | days
C_61f7b6bfa43f4590b3b5f6583174f11a_0_q#2	singles | album | days | eyes
C_61f7b6bfa43f4590b3b5f6583174f11a_0_q#3	days | number | hits
C_61f7b6bfa43f4590b3b5f6583174f11a_0_q#4	albums | doors | release | days | self | album | may
C_61f7b6bfa43f4590b3b5f6583174f11a_0_q#5	self | album | days
C_61f7b6bfa43f4590b3b5f6583174f11a_0_q#6	days | name | album | sun
C_502dac1d421944dfaf5a09b716a19c4b_1_q#0	angel | dust | faith
C_502dac1d421944dfaf5a09b716a19c4b_1_q#1	faith | band | weeks | faith | lyrics | songs | grammy | award | thing
C_502dac1d421944dfaf5a09b716a19c4b_1_q#2	angel | dust | faith
C_502dac1d421944dfaf5a09b716a19c4b_1_q#3	kind | music | faith | make | pieces | releases | singles | cover | sabbath | war | pigs | releases
C_502dac1d421944dfaf5a09b716a19c4b_1_q#4	faith | mike | patton | patton | band | gig | pizza | parlour | hometown | eureka | california
C_b200a4798a7349ff8822b7bcf5addda2_0_q#0	zhang | heng | science | technology | zhang | heng | inventions | inventors
C_b200a4798a7349ff8822b7bcf5addda2_0_q#1	zhang | heng | inventions | inventors | zhang | water | sphere | inspiration | century | clock | tower
C_b200a4798a7349ff8822b7bcf5addda2_0_q#2	zhang | heng | accomplishment | theories | predecessors | zhang | heng | sphere | theory
C_b200a4798a7349ff8822b7bcf5addda2_0_q#3	world | spere | theory | step | globe | earth | theory | astronomers | step
C_b200a4798a7349ff8822b7bcf5addda2_0_q#4	zhang | heng | accomplishment | model | zhang | heng | model | ptolemy | earth | theory
C_b200a4798a7349ff8822b7bcf5addda2_0_q#5	zhang | heng | sort | praise | awards
C_b200a4798a7349ff8822b7bcf5addda2_0_q#6	theory | aspects | zhang | heng
C_2a5565a59286404c9b962d2cd426be68_0_q#0	type | work | years | gilbreth | career | psychology | study | management | engineering
C_2a5565a59286404c9b962d2cd426be68_0_q#1	pyschology | type | work | addition | business | engineering | consulting | firm | frank | publications | authors
C_2a5565a59286404c9b962d2cd426be68_0_q#2	type | books | write | papers | variety | topics
C_2a5565a59286404c9b962d2cd426be68_0_q#3	papers | topics
C_2a5565a59286404c9b962d2cd426be68_0_q#4	addition | business | publishing | papers | moller | breth | career | highlights | engineer | synthesis | psychology | management
C_2a5565a59286404c9b962d2cd426be68_0_q#5	write | authors
C_2a5565a59286404c9b962d2cd426be68_0_q#6	engineer | synthesis | pyschology | management | credentials | doctorate | psychology | joing | publications | husband | college
C_2a5565a59286404c9b962d2cd426be68_0_q#7	publications | things | gilbreths | critique | taylorism | critique | support | managers
C_46b0baa6f2eb4e558d0f6df73e54b517_0_q#0	luis | antonio | tagle | bishop | imus | tagle | bishop | imus | october
C_46b0baa6f2eb4e558d0f6df73e54b517_0_q#1	luis | antonio | tagle | bishop | imus | priest | parish | imus
C_46b0baa6f2eb4e558d0f6df73e54b517_0_q#2	luis | antonio | tagle | life | tenure | years | imus | point | living | car | destitute | meal
C_46b0baa6f2eb4e558d0f6df73e54b517_0_q#3	luis | antonio | tagle | pope
C_46b0baa6f2eb4e558d0f6df73e54b517_0_q#4	luis | antonio | tagle | general | assembly | synod | bishops | floor | inadequacy | number | priests | philippines
C_9c9610aa3ce045f884f748c530eec16f_0_q#0	greg | lemond | win | tour | france | champion | favorite | adr | team
C_9c9610aa3ce045f884f748c530eec16f_0_q#1	greg | lemond | injuries
C_9c9610aa3ce045f884f748c530eec16f_0_q#2	piece | information | tour | win | squad | plan | day
C_9c9610aa3ce045f884f748c530eec16f_0_q#3	plan | greg | lemond | breakaway | lemond | teammate | ronan | pensec | favorites | minutes | field
C_9c9610aa3ce045f884f748c530eec16f_0_q#4	greg | lemond | retire | win
C_9c9610aa3ce045f884f748c530eec16f_0_q#5	greg | lemond | lemond | race | leader | claudio | chiappucci
C_9c9610aa3ce045f884f748c530eec16f_0_q#6	lemond | claudio | chiappucci | country
C_03bc43463b984a15a99be98521739e74_0_q#0	suggestion | band | work | length | album | suggestion | ep
C_03bc43463b984a15a99be98521739e74_0_q#1	album | suggestion | successul
C_03bc43463b984a15a99be98521739e74_0_q#2	trick | noisemaker | band | album | trick | noisemaker
C_03bc43463b984a15a99be98521739e74_0_q#3	hits | album | trick | noisemaker
C_eaf0dac19b264168a521b97b0b6d3752_0_q#0	mcphersons | career | mcpherson | supporter | william | jennings | bryan | scopes | trial
C_eaf0dac19b264168a521b97b0b6d3752_0_q#1	mcpherson | faith | people | evolution | triumph | intelligence | years | warfare | hosts | heaven
C_eaf0dac19b264168a521b97b0b6d3752_0_q#2	conflicts | mcpherson | faith | healing | ministry
C_eaf0dac19b264168a521b97b0b6d3752_0_q#3	mcpherson | children
C_eaf0dac19b264168a521b97b0b6d3752_0_q#4	mcpherson | ministry | aspects | article | mcpherson | mcpherson | women | ministers | time
C_eaf0dac19b264168a521b97b0b6d3752_0_q#5	mcpherson | practice | faith | healing
C_d6375edfbf57404b88c47daa80fb83f0_0_q#0	skelton | radio | radio | advertising | agent | guest | banquet | performances | skelton | clients
C_d6375edfbf57404b88c47daa80fb83f0_0_q#1	red | skelton | ads | radio | shows | skelton | air | radio | show | cigarette | program
C_d6375edfbf57404b88c47daa80fb83f0_0_q#2	show | cigarette | program | bandleader | show | ozzie | nelson | wife | harriet | name | hilliard
C_d6375edfbf57404b88c47daa80fb83f0_0_q#3	red | skelton | life | skelton | work | films | radio | show | offer | films
C_d6375edfbf57404b88c47daa80fb83f0_0_q#4	red | skelton
C_d6375edfbf57404b88c47daa80fb83f0_0_q#5	red | skelton
C_f61797b8cc554761a4647de15fbd2199_1_q#0	studdard | album | return | october
C_f61797b8cc554761a4647de15fbd2199_1_q#1	ruben | studdard | album | return | return | copies | week | number | billboard | album | chart | sales
C_f61797b8cc554761a4647de15fbd2199_1_q#2	sales | ruben | studdard | album | return | decline | r&b | roots | efforts
C_f61797b8cc554761a4647de15fbd2199_1_q#3	ruben | studdard | accomplishment | studdard | success | chart | number | successor
C_f61797b8cc554761a4647de15fbd2199_1_q#4	ruden | studdard
C_f61797b8cc554761a4647de15fbd2199_1_q#5	fact | article | ruben | studdard | december | studdard | record | company | records | sales | return | expectations
C_f61797b8cc554761a4647de15fbd2199_1_q#6	aspects | article | return | contract | recordings | profile | position | idol | season | farewell | song
C_f61797b8cc554761a4647de15fbd2199_1_q#7	idol | season | farewell | song | recording | kenny | loggins | version | terry | lewis | jimmy | jam
C_e8222f72e3ca4f74a76588abb3ba15bb_0_q#0	dinosaur | jr | dinosaur | album | youth | engineer | wharton | tiers | new | york
C_e8222f72e3ca4f74a76588abb3ba15bb_0_q#1	dinosaur | jr | album | attention | rock | community | debut
C_e8222f72e3ca4f74a76588abb3ba15bb_0_q#2	dinosaur | jr | awards
C_e8222f72e3ca4f74a76588abb3ba15bb_0_q#3	singles | dinosaur | jr | copies | record | boston | area | weed | forestin | tape | release | barlow | side | project | sebadoh
C_e8222f72e3ca4f74a76588abb3ba15bb_0_q#4	weed | forestin | tape | weed | forestin | tape | release | barlow | side | project | sebadoh
C_e8222f72e3ca4f74a76588abb3ba15bb_0_q#5	weed | forestin | tape | sebadoh
C_e8222f72e3ca4f74a76588abb3ba15bb_0_q#6	dinosaur | jr | album | youth | engineer | wharton | tiers | things | article | songs | song | structures | verse | chorus | verse | patterns | rock | pop | songs
C_c81777bed23f4fd3a49716508c674479_0_q#0	junimea | reception | date | reception | mystery
C_c81777bed23f4fd3a49716508c674479_0_q#1	ion | creangă | junimea | reception | maiorescu | p. | carp
C_c81777bed23f4fd3a49716508c674479_0_q#2	maiorescu | junimea | reception | maiorescu | negruzzi | maiorescu | agenda | field | education
C_c81777bed23f4fd3a49716508c674479_0_q#3	p. | carp | role | junimea | reception | disagreement | segment | maiorescu | petre | p. | carp
C_c81777bed23f4fd3a49716508c674479_0_q#4	junimea | reception
C_c81777bed23f4fd3a49716508c674479_0_q#5	purpose | junimea | reception | class | club | maiorescu | prestige
C_b0e09b1b5e694dd1aa7694aaa0a637a4_1_q#0	houston | livestock | show | rodeo | trail | rides | trail | rides | part | houston | livestock | show | rodeo
C_b0e09b1b5e694dd1aa7694aaa0a637a4_1_q#1	trail | rides | houston | livestock | show | rodeo | public | trail | rides | riders
C_b0e09b1b5e694dd1aa7694aaa0a637a4_1_q#2	trail | rides | houston | livestock | show | rodeo | leisure | trail | size | dozen | people | horseback | horse | wagons | areas | state | houston
C_b0e09b1b5e694dd1aa7694aaa0a637a4_1_q#3	trail | ride | houston | livestock | show | part | parade | trail | days | weeks | distance
C_b0e09b1b5e694dd1aa7694aaa0a637a4_1_q#4	trail | ride | houston | livestock | show | rodeo | way | miles | km | hour | miles | km | day
C_b0e09b1b5e694dd1aa7694aaa0a637a4_1_q#5	trail | rides | houston | livestock | show | rodeo | rides | park | houston | go | texan | day | friday | livestock | show | rodeo
C_b0e09b1b5e694dd1aa7694aaa0a637a4_1_q#6	trail | ride | houston | livestock | show | rodeo | cost
C_b0e09b1b5e694dd1aa7694aaa0a637a4_1_q#7	trail | ride | houston | livestock | show | rodeo | children
C_e1d668882c39441abf5804d2a7db0abc_0_q#0	edwin | scandals | campaign | contributions
C_e1d668882c39441abf5804d2a7db0abc_0_q#1	aspects | article | edwin | scandal | governor | gambling | prowess | press | gambling | trips | las | vegas
C_e1d668882c39441abf5804d2a7db0abc_0_q#2	press | edwin | edwards | demonstration | gambling | prowess | time | edwards | practices
C_e1d668882c39441abf5804d2a7db0abc_0_q#3	edwin | edwards | governor | term | edwards | bodyguard | clyde | vidrine | profile | accusations | corruption | sale | state | agency | posts
C_e1d668882c39441abf5804d2a7db0abc_0_q#4	edwin | edwards | accusations | vidrine | book | takin | orders | details | edwards | gambling | trips | escapades
C_e1d668882c39441abf5804d2a7db0abc_0_q#5	vidrine | book | vidrine | december | husband | woman | vidrine | affair | wife
C_d189e6b99ea04627b701abfd791e3d8a_0_q#0	scarlett | johansson | music | performance | summertime
C_d189e6b99ea04627b701abfd791e3d8a_0_q#1	scarlett | johansson | award | singer | johansson | cease | order | singer | los | angeles | rock | band | singles
C_d189e6b99ea04627b701abfd791e3d8a_0_q#2	scarlett | johansson | haim | haim | holly | miranda | kendra | morris | julia | haltigan
C_d189e6b99ea04627b701abfd791e3d8a_0_q#3	scarlett | johansson | manager
C_d189e6b99ea04627b701abfd791e3d8a_0_q#4	thing | johansson | music | career | johansson | cease | order | singer | los | angeles | rock | band | singles | name
C_d189e6b99ea04627b701abfd791e3d8a_0_q#5	name | scarlett | johansson | album | johansson | artist | album | bullet
C_d189e6b99ea04627b701abfd791e3d8a_0_q#6	scarlett | johansson
C_d189e6b99ea04627b701abfd791e3d8a_0_q#7	name | scarlett | johansson | song
C_d189e6b99ea04627b701abfd791e3d8a_0_q#8	scarlett | johansson
C_d189e6b99ea04627b701abfd791e3d8a_0_q#9	name | scarlett | johansson | parents | johansson
C_6fe50cb8b6144d20893642dac99da424_1_q#0	dolph | lundgrens | diet | percentage | protein | food | intake | meals | day
C_6fe50cb8b6144d20893642dac99da424_1_q#1	dolph | lundgren | training | diet | u.s | . | stallone | influence | fitness | regime | diet
C_6fe50cb8b6144d20893642dac99da424_1_q#2	lundgren | los | angeles | gym | westwood | home | marbella | spain | qi | sport | gym | puerto | banus
C_6fe50cb8b6144d20893642dac99da424_1_q#3	dolph | lundgren | program | days | week | hour | sessions | morning | hour | day
C_6fe50cb8b6144d20893642dac99da424_1_q#4	dolph | lundgren | weights | cardio | weights | teenager | - | sylvester | stallone | man | bodybuilding | period | 1980s
C_6fe50cb8b6144d20893642dac99da424_1_q#5	foods | lundgren | lundgren | drinker | occasions | tequila | cocktails
C_6fe50cb8b6144d20893642dac99da424_1_q#6	dolph | lundgren | diet | january | interview | gq | range | vitamins | supplements
C_6fe50cb8b6144d20893642dac99da424_1_q#7	lundgren | vitamins | supplements | man | 30s | 50s | lundgren | poster | boy | nutrition | supplementation | exercise | application
C_6fe50cb8b6144d20893642dac99da424_1_q#8	addition | lundgren | lundgren | poster | boy | nutrition | supplementation | exercise | application | years
C_6fe50cb8b6144d20893642dac99da424_1_q#9	addition | aspects | article | fitness | book
C_6fe50cb8b6144d20893642dac99da424_1_q#10	lundgren | book | action | hero
C_6fe50cb8b6144d20893642dac99da424_1_q#11	part | dolph | lundgren | book | tips | years | situations
C_1f76f6dde46c4c2ba2deb1f16bb4ae64_0_q#0	jean | philippe | rameau | rameau | librettists
C_1f76f6dde46c4c2ba2deb1f16bb4ae64_0_q#1	jean | philippe | rameau | librettists | partnerships | librettists | exception | louis | de | cahusac
C_1f76f6dde46c4c2ba2deb1f16bb4ae64_0_q#2	jean | philippe | rameau | louis | de | cahusac | operas | les | l'amour | zais | nais | zoroastre
C_1f76f6dde46c4c2ba2deb1f16bb4ae64_0_q#3	louis | de | cahusac | librettists | librettists | rameau | rate
C_1f76f6dde46c4c2ba2deb1f16bb4ae64_0_q#4	librettists | jean | philippe | rameau | librettists | acquaintance | la | poupliniere | salon
C_1f76f6dde46c4c2ba2deb1f16bb4ae64_0_q#5	librettists | jean | philippe | ramea | librettists | libretto | level | rameau | music
C_1f76f6dde46c4c2ba2deb1f16bb4ae64_0_q#6	librettists | music
C_59b891ce14894c439acb4b0e4e20610e_1_q#0	nobuo | square
C_59b891ce14894c439acb4b0e4e20610e_1_q#1	nobuo | soundtrack | cruise | chaser | blassty
C_59b891ce14894c439acb4b0e4e20610e_1_q#2	nobuo | sakaguchi | sakaguchi | contribution
C_59b891ce14894c439acb4b0e4e20610e_1_q#3	nobuo
C_59b891ce14894c439acb4b0e4e20610e_1_q#4	nobuo
C_59b891ce14894c439acb4b0e4e20610e_1_q#5	nobuo
C_0a64ac1ad9134701b8a22e688f8d2e85_0_q#0	duet | projects | corea | corea | vibraphonist | gary | burton | duet | albums | ecm
C_0a64ac1ad9134701b8a22e688f8d2e85_0_q#1	songs | corea
C_0a64ac1ad9134701b8a22e688f8d2e85_0_q#2	duets | corea | concert | tour
C_0a64ac1ad9134701b8a22e688f8d2e85_0_q#3	concert | corea | success
C_0a64ac1ad9134701b8a22e688f8d2e85_0_q#4	chick | corea | concert | record | crystal | silence | award
C_0a64ac1ad9134701b8a22e688f8d2e85_0_q#5	songs | crystal | silence | chick | corea
C_61b4d7af5b154ff3a186d71bba3306fe_0_q#0	william | henry | dietz | life | neighbors | pacific | coast | indian
C_61b4d7af5b154ff3a186d71bba3306fe_0_q#1	neighbors | william | henry | dietz | indian | federal | bureau | investigation | heritage | draft | indian | allotment
C_61b4d7af5b154ff3a186d71bba3306fe_0_q#2	william | henry | dietz | indian | trial | sentence | days | spokane | county | jail | contest
C_61b4d7af5b154ff3a186d71bba3306fe_0_q#3	william | henry | dietz | heritage
C_61b4d7af5b154ff3a186d71bba3306fe_0_q#4	aspects | article | addition | dietz | heritage | claims | dietz | mother | leanna | son | husband | week | stillbirth
C_61b4d7af5b154ff3a186d71bba3306fe_0_q#5	couples | dietz | divorced | de | cora
C_61b4d7af5b154ff3a186d71bba3306fe_0_q#6	dietz | de | cora | divorce | abandonment
C_61b4d7af5b154ff3a186d71bba3306fe_0_q#7	names | heritage | addition | william | henry | dietz | star | sister | sallie | eaglehorse
C_61b4d7af5b154ff3a186d71bba3306fe_0_q#8	william | henry | dietz | heritage | sentence | days | spokane | county | jail | contest
C_2bb9961f1e904750ad54346bf4c542f3_1_q#0	jessica | films
C_2bb9961f1e904750ad54346bf4c542f3_1_q#1	films | jessica | alba | joyce | lakeland | prostitute | killer | film | adaption | book | name
C_2bb9961f1e904750ad54346bf4c542f3_1_q#2	jessica | awards | films | teen | choice | choice | movie | actress | horror | thriller | razzie | award | actress | nomination
C_2bb9961f1e904750ad54346bf4c542f3_1_q#3	jessica | january | business | partner | christopher | gavigan | company
C_2bb9961f1e904750ad54346bf4c542f3_1_q#4	company | collection | household | goods | diapers | body | care | products | company
C_2bb9961f1e904750ad54346bf4c542f3_1_q#5	jessica | book | march | book | life
C_5eafb25cd66a42ffa7d27f8c4a69c2ce_1_q#0	john | f. | kennedy | jr | . | school | kennedy | schools | manhattan | saint | david | school | school
C_5eafb25cd66a42ffa7d27f8c4a69c2ce_1_q#1	john | f. | kennedy | jr | . | saint | david | school | school | university | studies
C_5eafb25cd66a42ffa7d27f8c4a69c2ce_1_q#2	schools | manhattan | john | f. | kennedy | jr | . | life | state | funeral | days | john | jr | . | birthday
C_5eafb25cd66a42ffa7d27f8c4a69c2ce_1_q#3	john | f. | kennedy | jr | . | life | father | november
C_5eafb25cd66a42ffa7d27f8c4a69c2ce_1_q#4	schools | manhattan | university | death | john | f. | kennedy | jr | . | father | aspects | article | university | studies
C_ac346bb01f584440a4c164ee67b7cd9d_1_q#0	kind | art | scott | weiland | weiland | style
C_ac346bb01f584440a4c164ee67b7cd9d_1_q#1	scott | weiland | albums | weiland | record | bar | blues | shift | weiland | style
C_ac346bb01f584440a4c164ee67b7cd9d_1_q#2	bar | blue | singles | songs
C_ac346bb01f584440a4c164ee67b7cd9d_1_q#3	scott | weiland | album | bar | blues | album | sound | rock | psychedelia | trip | hop
C_ac346bb01f584440a4c164ee67b7cd9d_1_q#4	scott | weiland | album | bar | blue | weiland | album | galoshes | variety | genres
